ACCOUNTID,REGION,Service,Finding,STATUS,Risk Score,Risk Level,Treatment,FAIR_ALE_USD
334960985321.0,eu-north-1,aws,"The firewall configurations should be set to the highest security level and evaluation of critical device (such as firewall, network switches, security devices, etc.) configurations should be done periodically.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,aws,"The firewall configurations should be set to the highest security level and evaluation of critical device (such as firewall, network switches, security devices, etc.) configurations should be done periodically.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,aws,The risk assessment identifies Internet- based systems and high-risk transactions that warrant additional authentication controls.,FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,,"When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,,"When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,,"When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,GuardDuty,"This control checks whether Amazon GuardDuty is enabled in your GuardDuty account and Region. It is highly recommended that you enable GuardDuty in all supported AWS Regions. Doing so allows GuardDuty to generate findings about unauthorized or unusual activity, even in Regions that you do not actively use. This also allows GuardDuty to monitor CloudTrail events for global AWS services such as IAM.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,iam,"individualise and restrict system administration privileges to the highest extent possible,",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,,"Using automation to investigate and remediate events reduces human effort and error, and enables you to scale investigation capabilities. Regular reviews will help you tune automation tools, and continuously iterate. In AWS, investigating events of interest and information on potentially unexpected changes into an automated workflow can be achieved using Amazon EventBridge. This service provides a scalable rules engine designed to broker both native AWS event formats (such as AWS CloudTrail events), as well as custom events you can generate from your application. Amazon GuardDuty also allows you to route events to a workflow system for those building incident response systems (AWS Step Functions), or to a central Security Account, or to a bucket for further analysis. Detecting change and routing this information to the correct workflow can also be accomplished using AWS Config Rules and Conformance Packs. AWS Config detects changes to in-scope services (though with higher latency than EventBridge) and generates events that can be parsed using AWS Config Rules for rollback, enforcement of compliance policy, and forwarding of information to systems, such as change management platforms and operational ticketing systems. As well as writing your own Lambda functions to respond to AWS Config events, you can also take advantage of the AWS Config Rules Development Kit, and a library of open source AWS Config Rules. Conformance packs are a collection of AWS Config Rules and remediation actions you deploy as a single entity authored as a YAML template. A sample conformance pack template is available for the Well-Architected Security Pillar.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,,"Using automation to investigate and remediate events reduces human effort and error, and enables you to scale investigation capabilities. Regular reviews will help you tune automation tools, and continuously iterate. In AWS, investigating events of interest and information on potentially unexpected changes into an automated workflow can be achieved using Amazon EventBridge. This service provides a scalable rules engine designed to broker both native AWS event formats (such as AWS CloudTrail events), as well as custom events you can generate from your application. Amazon GuardDuty also allows you to route events to a workflow system for those building incident response systems (AWS Step Functions), or to a central Security Account, or to a bucket for further analysis. Detecting change and routing this information to the correct workflow can also be accomplished using AWS Config Rules and Conformance Packs. AWS Config detects changes to in-scope services (though with higher latency than EventBridge) and generates events that can be parsed using AWS Config Rules for rollback, enforcement of compliance policy, and forwarding of information to systems, such as change management platforms and operational ticketing systems. As well as writing your own Lambda functions to respond to AWS Config events, you can also take advantage of the AWS Config Rules Development Kit, and a library of open source AWS Config Rules. Conformance packs are a collection of AWS Config Rules and remediation actions you deploy as a single entity authored as a YAML template. A sample conformance pack template is available for the Well-Architected Security Pillar.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,,"Following should be used to safeguard sensitive cardholder data during transmission over open, public networks: only trusted keys and certificates are accepted, the protocol in use only supports secure versions or configurations and the encryption strength is appropriate for the encryption methodology in use. Examples of open, public networks include but are not limited to the Internet, wireless technologies, including 802.11 and Bluetooth, cellular technologies, for example, Global System for Mobile communications (GSM), Code division multiple access (CDMA), general Packet Radio Service (GPRS) and satellite communications. Sensitive information must be encrypted during transmission over public networks, because it is easy and common for a malicious individual to intercept and/or divert data while in transit. Secure transmission of cardholder data requires using trusted keys/certificates, a secure protocol for transport, and proper encryption strength to encrypt cardholder data. Connection requests from systems that do not support the required encryption strength, and that would result in an insecure connection, should not be accepted. Note that some protocol implementations (such as SSL, SSH v1.0, and early TLS) have known vulnerabilities that an attacker can use to gain control of the affected system. Whichever security protocol is used, ensure it is configured to use only secure versions and configurations to prevent use of an insecure connection—for example, by using only trusted certificates and supporting only strong encryption (not supporting weaker, insecure protocols or methods). Verifying that certificates are trusted (for example, have not expired and are issued from a trusted source) helps ensure the integrity of the secure connection. Generally, the web page URL should begin with `HTTPS` and/or the web browser display a padlock icon somewhere in the window of the browser. Many TLS certificate vendors also provide a highly visible verification seal— sometimes referred to as a “security seal,” `secure site seal,` or “secure trust seal”)—which may provide the ability to click on the seal to reveal information about the website. Refer to industry standards and best practices for information on strong cryptography and secure protocols (e.g., NIST SP 800-52 and SP 800-57, OWASP, etc.) Note: SSL/early TLS is not considered strong cryptography and may not be used as a security control, except by POS POI terminals that are verified as not being susceptible to known exploits and the termination points to which they connect as defined in Appendix A2.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,,"Sensitive information must be encrypted during transmission over public networks, because it is easy and common for a malicious individual to intercept and/or divert data while in transit. Secure transmission of cardholder data requires using trusted keys/certificates, a secure protocol for transport, and proper encryption strength to encrypt cardholder data. Connection requests from systems that do not support the required encryption strength, and that would result in an insecure connection, should not be accepted. Note that some protocol implementations (such as SSL, SSH v1.0, and early TLS) have known vulnerabilities that an attacker can use to gain control of the affected system. Whichever security protocol is used, ensure it is configured to use only secure versions and configurations to prevent use of an insecure connection—for example, by using only trusted certificates and supporting only strong encryption (not supporting weaker, insecure protocols or methods). Verifying that certificates are trusted (for example, have not expired and are issued from a trusted source) helps ensure the integrity of the secure connection. Generally, the web page URL should begin with `HTTPS` and/or the web browser display a padlock icon somewhere in the window of the browser. Many TLS certificate vendors also provide a highly visible verification seal— sometimes referred to as a “security seal,” `secure site seal,` or “secure trust seal”)—which may provide the ability to click on the seal to reveal information about the website. Refer to industry standards and best practices for information on strong cryptography and secure protocols (e.g., NIST SP 800-52 and SP 800-57, OWASP, etc.) Note: SSL/early TLS is not considered strong cryptography and may not be used as a security control, except by POS POI terminals that are verified as not being susceptible to known exploits and the termination points to which they connect as defined in Appendix A2.",FAIL,2500.0,Low,Accept,20000.0
334960985321.0,eu-north-1,,"Sensitive information must be encrypted during transmission over public networks, because it is easy and common for a malicious individual to intercept and/or divert data while in transit. Secure transmission of cardholder data requires using trusted keys/certificates, a secure protocol for transport, and proper encryption strength to encrypt cardholder data. Connection requests from systems that do not support the required encryption strength, and that would result in an insecure connection, should not be accepted. Note that some protocol implementations (such as SSL, SSH v1.0, and early TLS) have known vulnerabilities that an attacker can use to gain control of the affected system. Whichever security protocol is used, ensure it is configured to use only secure versions and configurations to prevent use of an insecure connection—for example, by using only trusted certificates and supporting only strong encryption (not supporting weaker, insecure protocols or methods). Verifying that certificates are trusted (for example, have not expired and are issued from a trusted source) helps ensure the integrity of the secure connection. Generally, the web page URL should begin with `HTTPS` and/or the web browser display a padlock icon somewhere in the window of the browser. Many TLS certificate vendors also provide a highly visible verification seal— sometimes referred to as a “security seal,” `secure site seal,` or “secure trust seal”)—which may provide the ability to click on the seal to reveal information about the website. Refer to industry standards and best practices for information on strong cryptography and secure protocols (e.g., NIST SP 800-52 and SP 800-57, OWASP, etc.) Note: SSL/early TLS is not considered strong cryptography and may not be used as a security control, except by POS POI terminals that are verified as not being susceptible to known exploits and the termination points to which they connect as defined in Appendix A2.",FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
,,,Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.,FAIL,2500.0,Low,Accept,20000.0
4db9fc14-989b-40b7-be4d-5bde1c4d991a,global,network,"The firewall configurations should be set to the highest security level and evaluation of critical device (such as firewall, network switches, security devices, etc.) configurations should be done periodically.",FAIL,2500.0,Low,Accept,20000.0
4db9fc14-989b-40b7-be4d-5bde1c4d991a,global,network,"The firewall configurations should be set to the highest security level and evaluation of critical device (such as firewall, network switches, security devices, etc.) configurations should be done periodically.",FAIL,2500.0,Low,Accept,20000.0
01bf3d89-3d3a-40b4-bea1-54f49b550ec1,global,entra,"individualise and restrict system administration privileges to the highest extent possible,",FAIL,2500.0,Low,Accept,20000.0
01bf3d89-3d3a-40b4-bea1-54f49b550ec1,global,entra,"individualise and restrict system administration privileges to the highest extent possible,",FAIL,2500.0,Low,Accept,20000.0
01bf3d89-3d3a-40b4-bea1-54f49b550ec1,global,entra,"individualise and restrict system administration privileges to the highest extent possible,",FAIL,2500.0,Low,Accept,20000.0
01bf3d89-3d3a-40b4-bea1-54f49b550ec1,global,entra,"individualise and restrict system administration privileges to the highest extent possible,",FAIL,2500.0,Low,Accept,20000.0
01bf3d89-3d3a-40b4-bea1-54f49b550ec1,global,entra,"individualise and restrict system administration privileges to the highest extent possible,",FAIL,2500.0,Low,Accept,20000.0
01bf3d89-3d3a-40b4-bea1-54f49b550ec1,global,entra,"individualise and restrict system administration privileges to the highest extent possible,",FAIL,2500.0,Low,Accept,20000.0
01bf3d89-3d3a-40b4-bea1-54f49b550ec1,global,entra,"individualise and restrict system administration privileges to the highest extent possible,",FAIL,2500.0,Low,Accept,20000.0
